ticker,name,market,fiscal_year,quarter,source_date,available_date,source_url,source_route,source_type,formal_exact,raw_source_id,table_index,statement_profile,operating_revenue,gross_profit,operating_income,pretax_income,net_income,eps,total_assets,total_liabilities,equity,roe,gross_margin,operating_margin
6005,群益證,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,2,securities,1838358,,440177,609235,554664,0.24,,,,,,0.23944030
6024,群益期,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,2,securities,504785,,61130,111934,95134,0.66,,,,,,0.12110106
1101,台泥,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,21179771,2998730,1941630,1675274,1163708,0.23,,,,,0.14158463,0.09167380
1102,亞泥,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,12512699,933069,442220,120681,145793,0.08,,,,,0.07456976,0.03534170
1103,嘉泥,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,598477,132555,24292,-88529,-107868,-0.17,,,,,0.22148721,0.04058970
1104,環泥,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,1100655,139041,47681,286359,279247,0.45,,,,,0.12632569,0.04332057
1108,幸福,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,894903,80854,28189,22966,18645,0.05,,,,,0.09034946,0.03149950
1109,信大,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,970001,139693,54273,52517,44450,0.09,,,,,0.14401325,0.05595149
1110,東泥,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,352667,-10125,-31153,38443,23327,0.04,,,,,-0.02870980,-0.08833546
1201,味全,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,3597795,940341,-126188,234471,186714,0.09,,,,,0.26136592,-0.03507370
1203,味王,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,1544107,478459,257544,230934,164142,0.37,,,,,0.30986130,0.16679155
1210,大成,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,18781077,2520529,803188,770861,630550,0.74,,,,,0.13420578,0.04276581
1213,大飲,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,163184,21372,6957,6407,5297,0.09,,,,,0.13096872,0.04263286
1215,卜蜂,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,4782335,859345,498355,507753,420923,1.53,,,,,0.17969151,0.10420746
1216,統一,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,96114609,32068573,5607043,8165062,6796384,0.79,,,,,0.33364931,0.05833705
1217,愛之味,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,933729,278568,-8703,-20583,-22853,-0.05,,,,,0.29833924,-0.00932069
1218,泰山,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,1790165,275327,-16355,1350,1320,0.00,,,,,0.15379979,-0.00913603
1219,福壽,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,2835806,231522,-492,16564,2862,0.11,,,,,0.08164240,-0.00017350
1220,台榮,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,496342,64782,17556,10787,5883,0.05,,,,,0.13051888,0.03537077
1225,福懋油,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,2631202,255457,121228,120926,99879,0.37,,,,,0.09708757,0.04607324
1227,佳格,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,6491920,1871393,785004,732100,593589,0.68,,,,,0.28826495,0.12092016
1229,聯華,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,1152034,261600,128112,474316,456238,0.50,,,,,0.22707663,0.11120505
1231,聯華食,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,1762896,360323,93720,89358,71134,0.47,,,,,0.20439266,0.05316252
1232,大統益,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,4388701,397805,238915,208562,173106,1.06,,,,,0.09064299,0.05443866
1233,天仁,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,546587,316091,61351,54672,45328,0.50,,,,,0.57829952,0.11224380
1234,黑松,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,2209640,447300,-43924,109708,88648,0.22,,,,,0.20243117,-0.01987835
1235,興泰,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,10610,-6160,-11711,40828,38534,0.66,,,,,-0.58058435,-1.10377003
1236,宏亞,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,447766,97334,-2348,-916,-7191,-0.07,,,,,0.21737693,-0.00524381
1256,鮮活果汁-KY,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,621417,181691,79767,78510,43057,1.59,,,,,0.29238177,0.12836308
1301,台塑,sii,2017,1,2026-07-03,2017-05-15,https://mopsov.twse.com.tw/mops/web/ajax_t163sb04?parameters=0eb65210d5bdc34ea16e295ccdbad1091ad6a6d3737bd4fab4a09e4a8b4d24d865faf210140df5242aa5cd204feb01454cfcee0014abbd5298e3b47bc21f4be9b4afa81caedbae6ad2b2cc9fb052c058ac227a1154318f40f7d39b245c666992af8fd30850b595f9984f08bcb26a48272a317cbd30cfd6183c2450b532cf3c86,mops_spa_redirectToOld/ajax_t163sb04,source_candidate_no_exact_filing_date,false,raw_sources\t163sb04_sii_106q01_response.html,3,special_income_statement,47795996,8056649,5486812,10760057,9889887,1.55,,,,,0.16856326,0.11479648
