date,ticker,code,name,market,open,high,low,close,volume,turnover_value,adjusted_close,adjusted_close_available,source_date,source_url,source_route,source_type,formal_exact
2024-01-02,3665.TW,3665,貿聯-KY,TWSE,267.0,268.0,263.5,265.0,387851,102689514,,false,2024-01-02,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240102&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-03,3665.TW,3665,貿聯-KY,TWSE,263.0,265.0,262.0,262.5,258189,67893184,,false,2024-01-03,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240103&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-04,3665.TW,3665,貿聯-KY,TWSE,262.0,264.0,259.0,259.0,409491,106784873,,false,2024-01-04,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240104&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-05,3665.TW,3665,貿聯-KY,TWSE,259.0,259.0,256.0,256.0,668894,171880515,,false,2024-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-08,3665.TW,3665,貿聯-KY,TWSE,255.0,257.0,252.0,252.0,739131,187570106,,false,2024-01-08,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240108&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-09,3665.TW,3665,貿聯-KY,TWSE,253.0,256.0,252.0,254.0,633258,160871617,,false,2024-01-09,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240109&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-10,3665.TW,3665,貿聯-KY,TWSE,253.5,253.5,247.5,249.0,1007765,251878902,,false,2024-01-10,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240110&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-11,3665.TW,3665,貿聯-KY,TWSE,250.0,250.0,245.5,246.5,1069326,264017503,,false,2024-01-11,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240111&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-12,3665.TW,3665,貿聯-KY,TWSE,246.5,246.5,243.5,246.5,850792,208135770,,false,2024-01-12,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240112&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-15,3665.TW,3665,貿聯-KY,TWSE,247.5,247.5,245.0,245.5,474097,116565380,,false,2024-01-15,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240115&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-16,3665.TW,3665,貿聯-KY,TWSE,245.5,247.0,244.0,244.0,716347,175608695,,false,2024-01-16,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240116&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-17,3665.TW,3665,貿聯-KY,TWSE,244.0,246.5,240.0,241.0,603449,146312680,,false,2024-01-17,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240117&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-18,3665.TW,3665,貿聯-KY,TWSE,241.5,241.5,236.5,240.0,957516,228359231,,false,2024-01-18,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240118&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-19,3665.TW,3665,貿聯-KY,TWSE,240.0,241.5,238.0,240.0,922878,220955299,,false,2024-01-19,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240119&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-22,3665.TW,3665,貿聯-KY,TWSE,240.5,242.5,240.0,240.5,956062,230096256,,false,2024-01-22,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240122&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-23,3665.TW,3665,貿聯-KY,TWSE,244.0,248.0,242.5,245.5,1248679,306062572,,false,2024-01-23,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240123&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-24,3665.TW,3665,貿聯-KY,TWSE,246.0,247.5,245.0,245.5,393673,96914302,,false,2024-01-24,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240124&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-25,3665.TW,3665,貿聯-KY,TWSE,245.5,245.5,242.0,242.0,435909,105959502,,false,2024-01-25,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240125&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-26,3665.TW,3665,貿聯-KY,TWSE,241.0,243.5,230.0,232.5,4443442,1047336013,,false,2024-01-26,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240126&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-29,3665.TW,3665,貿聯-KY,TWSE,235.0,237.0,233.0,235.5,920589,216726829,,false,2024-01-29,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240129&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-30,3665.TW,3665,貿聯-KY,TWSE,238.5,239.0,234.5,235.0,638158,150493187,,false,2024-01-30,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240130&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-31,3665.TW,3665,貿聯-KY,TWSE,236.0,236.5,231.0,231.0,1344476,312768417,,false,2024-01-31,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240131&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
