date,ticker,code,name,market,open,high,low,close,volume,turnover_value,adjusted_close,adjusted_close_available,source_date,source_url,source_route,source_type,formal_exact
2024-01-02,6488.TWO,6488,環球晶,TPEx,588.0,592.0,578.0,580.0,1451259,844990917,,false,2024-01-02,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/02&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-03,6488.TWO,6488,環球晶,TPEx,575.0,575.0,561.0,573.0,2729551,1552757897,,false,2024-01-03,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/03&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-04,6488.TWO,6488,環球晶,TPEx,579.0,583.0,575.0,579.0,1148405,663860305,,false,2024-01-04,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/04&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-05,6488.TWO,6488,環球晶,TPEx,583.0,592.0,579.0,584.0,1814118,1065952804,,false,2024-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/05&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-08,6488.TWO,6488,環球晶,TPEx,589.0,592.0,584.0,586.0,789706,463387992,,false,2024-01-08,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/08&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-09,6488.TWO,6488,環球晶,TPEx,592.0,592.0,585.0,589.0,856919,504438338,,false,2024-01-09,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/09&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-10,6488.TWO,6488,環球晶,TPEx,590.0,591.0,582.0,588.0,1118235,656153590,,false,2024-01-10,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/10&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-11,6488.TWO,6488,環球晶,TPEx,595.0,604.0,592.0,601.0,1796464,1075262840,,false,2024-01-11,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/11&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-12,6488.TWO,6488,環球晶,TPEx,599.0,601.0,592.0,598.0,1191913,709722555,,false,2024-01-12,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/12&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-15,6488.TWO,6488,環球晶,TPEx,602.0,604.0,596.0,603.0,1072791,644392687,,false,2024-01-15,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/15&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-16,6488.TWO,6488,環球晶,TPEx,603.0,603.0,588.0,591.0,1545865,914600770,,false,2024-01-16,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/16&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-17,6488.TWO,6488,環球晶,TPEx,587.0,591.0,571.0,577.0,2370183,1371148390,,false,2024-01-17,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/17&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-18,6488.TWO,6488,環球晶,TPEx,580.0,586.0,573.0,580.0,1847409,1068352259,,false,2024-01-18,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/18&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-19,6488.TWO,6488,環球晶,TPEx,575.0,583.0,570.0,582.0,2024062,1169052239,,false,2024-01-19,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/19&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-22,6488.TWO,6488,環球晶,TPEx,589.0,595.0,585.0,589.0,1304613,769985089,,false,2024-01-22,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/22&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-23,6488.TWO,6488,環球晶,TPEx,592.0,599.0,586.0,597.0,1830891,1086898049,,false,2024-01-23,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/23&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-24,6488.TWO,6488,環球晶,TPEx,599.0,599.0,592.0,592.0,689372,410147105,,false,2024-01-24,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/24&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-25,6488.TWO,6488,環球晶,TPEx,592.0,595.0,587.0,594.0,1080213,638893212,,false,2024-01-25,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/01/25&response=json,tpex_daily_quotes,official_daily_trading_pit_from_liquidity_full_sweep,false
