ticker,name,market,required_start,required_end,row_count,hlc_ready_rows,actual_start,actual_end,current_date_ready,minimum_60td_hlc_ready,status,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
1714,和桐,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3583,辛耘,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3406,玉晶光,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3293,鈊象,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8016,矽創,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5439,高技,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8210,勤誠,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2353,宏碁,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3090,日電貿,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6191,精成科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2049,上銀,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2609,陽明,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6510,精測,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8131,福懋科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6753,龍德造船,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3227,原相,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6505,台塑化,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6831,邁科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3673,TPK-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
7828,創新服務,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6196,帆宣,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2886,兆豐金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3357,臺慶科,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2347,聯強,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3149,正達,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6207,雷科,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3317,尼克森,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2610,華航,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2615,萬海,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2451,創見,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1609,大亞,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6116,彩晶,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2406,國碩,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3023,信邦,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5386,青雲,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1590,亞德客-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4916,事欣科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2892,第一金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6127,九豪,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3376,新日興,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2630,亞航,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1708,東鹼,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2363,矽統,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6121,新普,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1795,美時,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6919,康霈*,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4967,十銓,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
7799,禾榮科,TWSE,2025-06-01,2026-07-09,196,196,2025-09-15,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1513,中興電,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3450,聯鈞,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6202,盛群,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3702,大聯大,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5434,崇越,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6449,鈺邦,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3680,家登,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6789,采鈺,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6739,竹陞科技,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1514,亞力,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6691,洋基工程,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6414,樺漢,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3055,蔚華科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4749,新應材,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2912,統一超,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8932,智通*,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6175,立敦,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4938,和碩,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3019,亞光,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3005,神基,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1477,聚陽,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3563,牧德,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1605,華新,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8926,台汽電,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4764,雙鍵,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3030,德律,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1727,中華化,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6683,雍智科技,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2359,所羅門,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3362,先進光,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3289,宜特,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8081,致新,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3236,千如,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2476,鉅祥,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6472,保瑞,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6491,晶碩,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8064,東捷,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1402,遠東新,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2399,映泰,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1503,士電,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4576,大銀微系統,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3693,營邦,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1101,台泥,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4763,材料*-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2312,金寶,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1560,中砂,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5871,中租-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2002,中鋼,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2880,華南金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8422,可寧衛*,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8021,尖點,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6217,中探針,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1476,儒鴻,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5475,德宏,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6907,雅特力-KY,TPEx,2025-06-01,2026-07-09,104,104,2026-01-29,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1312,國喬,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3455,由田,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2834,臺企銀,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2385,群光,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6830,汎銓,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6944,兆聯實業,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6176,瑞儀,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5309,系統電,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3714,富采,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
