date,ticker,name,market,raw_open_comparator,raw_high_comparator,raw_low_comparator,raw_close_comparator,adjustment_factor,adjusted_open,adjusted_high,adjusted_low,adjusted_close,source_quality,adjustment_policy,source_url,source_hash,retrieved_at,available_at_policy,accepted_for_formal,human_review_required,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2025-06-02,1101,台泥,TWSE,29.049999237060547,29.049999237060547,27.649999618530273,27.700000762939453,0.9297670872611287,27.009733175579793,27.009733175579793,25.70805960809221,25.754549026489258,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1101.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,2e53440db19cd50b235fcb8560123f0e1ec95f21e81a2144361d519834b63714,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2026-07-09,1101,台泥,TWSE,23.149999618530273,23.200000762939453,22.700000762939453,22.700000762939453,1.0,23.149999618530273,23.200000762939453,22.700000762939453,22.700000762939453,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1101.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,2e53440db19cd50b235fcb8560123f0e1ec95f21e81a2144361d519834b63714,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2025-06-02,1216,統一,TWSE,79.5,80.30000305175781,78.9000015258789,79.0,0.9637243536454213,76.616086114811,77.38706853878065,76.03785297315041,76.13422393798828,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1216.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,33347b8b06679914ddedb2ddb8b5381ec8b8ed47a0b7fe09b046e41a4a5816b6,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2026-07-09,1216,統一,TWSE,78.30000305175781,79.0,78.19999694824219,78.4000015258789,1.0,78.30000305175781,79.0,78.19999694824219,78.4000015258789,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1216.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,33347b8b06679914ddedb2ddb8b5381ec8b8ed47a0b7fe09b046e41a4a5816b6,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2025-06-02,1301,台塑,TWSE,34.5,34.5,32.95000076293945,33.20000076293945,0.9767274747014913,33.69709787720145,33.69709787720145,32.18317103659807,32.42735290527344,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1301.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,ff7db30bb26838f06b948c123861559a769443d96a7d3f32cf5b54423b2d3bed,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2026-07-09,1301,台塑,TWSE,58.400001525878906,58.400001525878906,54.70000076293945,54.79999923706055,1.0,58.400001525878906,58.400001525878906,54.70000076293945,54.79999923706055,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1301.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,ff7db30bb26838f06b948c123861559a769443d96a7d3f32cf5b54423b2d3bed,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2025-06-02,1303,南亞,TWSE,28.399999618530273,28.399999618530273,27.149999618530273,27.5,0.9718181263316762,27.599634417100408,27.599634417100408,26.384861759185814,26.724998474121094,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1303.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,02b8c04e969a99d667a2af1a55fc70092419e69622b5fa43d1a53e1fbbe5760f,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2026-07-09,1303,南亞,TWSE,186.5,193.0,174.0,181.5,1.0,186.5,193.0,174.0,181.5,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1303.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,02b8c04e969a99d667a2af1a55fc70092419e69622b5fa43d1a53e1fbbe5760f,2026-07-12T20:10:37+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2025-06-02,1312,國喬,TWSE,10.550000190734863,10.600000381469727,10.350000381469727,10.5,1.0,10.550000190734863,10.600000381469727,10.350000381469727,10.5,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1312.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,e60fae2cb0ca8dcf5d4476a70005d903d695ba830a87096aa4cdae9edf547c86,2026-07-12T20:09:29+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
2026-07-09,1312,國喬,TWSE,13.600000381469727,13.800000190734863,13.300000190734863,13.5,1.0,13.600000381469727,13.800000190734863,13.300000190734863,13.5,trusted_nonofficial_yahoo_research_grade,"Yahoo adjusted close factor applied to same-provider raw O/H/L/C; analysis only, never execution price",https://query1.finance.yahoo.com/v8/finance/chart/1312.TW?period1=1748736000&period2=1783728000&interval=1d&events=div%2Csplits&includeAdjustedClose=true,e60fae2cb0ca8dcf5d4476a70005d903d695ba830a87096aa4cdae9edf547c86,2026-07-12T20:09:29+08:00,provider EOD series; current 2026-07-09 shadow snapshot only; not historical formal PIT replay,False,True,0,False,False,False,False,False,False,False,True,False
