ticker,market,report_period,t05st01_query_payload,matched,candidate_count,announcement_date,announcement_time,detail_payload,detail_period,detail_note,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
1101,TWSE,115Q1,"{""companyId"": ""1101"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/05/13,19:18:38,"{""enterDate"": ""1150513"", ""serialNumber"": ""1"", ""companyId"": ""1101"", ""marketKind"": ""sii""}",115/01/01~115/03/31,,False,False,False,False,False,False,True,False
1101,TWSE,114Q4,"{""companyId"": ""1101"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/03/11,19:21:45,"{""enterDate"": ""1150311"", ""serialNumber"": ""2"", ""companyId"": ""1101"", ""marketKind"": ""sii""}",114/01/01~114/12/31,,False,False,False,False,False,False,True,False
2308,TWSE,115Q1,"{""companyId"": ""2308"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/04/29,17:36:13,"{""enterDate"": ""1150428"", ""serialNumber"": ""1"", ""companyId"": ""2308"", ""marketKind"": ""sii""}",115/01/01~115/03/31,,False,False,False,False,False,False,True,False
2308,TWSE,114Q4,"{""companyId"": ""2308"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/02/25,18:50:01,"{""enterDate"": ""1150220"", ""serialNumber"": ""5"", ""companyId"": ""2308"", ""marketKind"": ""sii""}",114/01/01~114/12/31,,False,False,False,False,False,False,True,False
6488,TPEx,115Q1,"{""companyId"": ""6488"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/05/05,15:11:12,"{""enterDate"": ""1150504"", ""serialNumber"": ""1"", ""companyId"": ""6488"", ""marketKind"": ""otc""}",115/01/01~115/03/31,,False,False,False,False,False,False,True,False
6488,TPEx,114Q4,"{""companyId"": ""6488"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/03/03,16:05:19,"{""enterDate"": ""1150302"", ""serialNumber"": ""1"", ""companyId"": ""6488"", ""marketKind"": ""otc""}",114/01/01~114/12/31,,False,False,False,False,False,False,True,False
8299,TPEx,115Q1,"{""companyId"": ""8299"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/05/08,16:31:18,"{""enterDate"": ""1150421"", ""serialNumber"": ""1"", ""companyId"": ""8299"", ""marketKind"": ""otc""}",115/01/01-115/03/31,,False,False,False,False,False,False,True,False
8299,TPEx,114Q4,"{""companyId"": ""8299"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",True,1,115/03/06,16:33:33,"{""enterDate"": ""1150212"", ""serialNumber"": ""1"", ""companyId"": ""8299"", ""marketKind"": ""otc""}",114/01/01-114/12/31,upload_deadline_text_present,False,False,False,False,False,False,True,False
