batch_key,metric,request_ticker_count,route_status,http_status,response_bytes,response_hash,attempt_count,source_url,retrieved_at,error,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
DebtRatio_b027,DebtRatio,20,accepted,200,33672,5898d3f180430c709a0c07b0edc9a0c68212d63dcb30ff72bf0311bba991b109,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
DebtRatio_b029,DebtRatio,20,accepted,200,23080,2eff9186b33300876e1bd2f5f30c605f17d5f234274c5ad47675860c9158e959,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
DebtRatio_b032,DebtRatio,20,accepted,200,39609,ce89c607ed150f68ca65f2efceba522f8d4d50ae2997d1dc384ef66a763fcf6a,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
DebtRatio_b031,DebtRatio,20,accepted,200,27335,0fe37ed83492e3c78d5908d16c23becf70f6b89ad45fedac3c8e59aa5285cd5d,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
DebtRatio_b030,DebtRatio,20,accepted,200,18217,2dc2f08328a0c78226adabfbefebb644f3a55fa3dc52d6091c52afd4c8a0d9a7,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
DebtRatio_b033,DebtRatio,20,accepted,200,38881,3390467fa5b0720e72313867c4d4ddc4dc814d4442450428ab74127b2c29a1ed,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b000,CurrentRatio,20,accepted,200,41637,40d44b6044c7011616bd9a29b743fc9439ded9d96aa9e10ab7c6a5733d461bc1,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
DebtRatio_b034,DebtRatio,18,accepted,200,33622,2e1d45543dca7d6d96df6c2c9226880d100989948dd28d3895ebd245986f5877,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b003,CurrentRatio,20,accepted,200,39974,ceddfe616430cc501db92079d129b26e1bf70efc3eb6e1ff6529107fd3a6961d,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b001,CurrentRatio,20,accepted,200,41806,a6a1326a49283e540c1c5d601c9ce9427a6788abb1a0576f98ae846012129865,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b002,CurrentRatio,20,accepted,200,41615,a4361a5ae27bb5517fa1f374c001d7d3d0ed92cf5e0eb18127265e954d3855da,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b006,CurrentRatio,20,accepted,200,42280,abe27746be73c1e884143b430b4f15b7e5447a4e2de1fa3531ffe48ab389dea9,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b004,CurrentRatio,20,accepted,200,41428,156933dd628d569e263b04bc5330597948ded969c7e3eb6d1c03c8ce18d9a4c7,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b008,CurrentRatio,20,accepted,200,41964,bae8c9122f9dcf3f4c4e7dae113c192eabad97ef7164612c8e89e049f42d74c0,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b007,CurrentRatio,20,accepted,200,40914,71c4628ab2616def54eae4dc7c36db91f521505b30e04e6129a8ea03c0d1b718,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b009,CurrentRatio,20,accepted,200,36013,08c755d0f920b63ebab72e0d4a31355d6410743a1b8cb849f3badaaa113b2194,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b010,CurrentRatio,20,accepted,200,38561,1adbc63f13e8ffca123e2fad698962dae89d0d8760c927c9eddf801ec038c87e,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b005,CurrentRatio,20,accepted,200,42458,0ec241f0b69228007fb3bc50f8ba12827e31d328854c63f531e3a6adbbf93dac,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b011,CurrentRatio,20,accepted,200,42358,5ac156591f9065cf53083a4d05b6727fb9347141a8178f0a65300ecf94d637c3,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b012,CurrentRatio,20,accepted,200,41943,ffef32f75409139ecb3707bc2630e20dc5f13521c4835414686394327288ec0e,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b013,CurrentRatio,20,accepted,200,40180,6939a175587887a25d7638b1fc6c970f83276d4a7c1709097e24c49e6dc957e8,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b014,CurrentRatio,20,accepted,200,41475,eb9737d3d1c519d978cdbe5bd82606b4d5d63f7dc353d2786a45a6016eb3e49a,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b016,CurrentRatio,20,accepted,200,41487,5d3a5a54cc6e524189f22bfae40e1029008458b667ecaa606879b3e6850ca6d9,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b018,CurrentRatio,20,accepted,200,37660,78a3ed490c6f4e9c9f3ef5434131d3fb904da72be19bc0fb37ba3ce454e8e266,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b019,CurrentRatio,20,accepted,200,32594,c6dccdbae4a58f99e22124f6a82df34fbae8a8a99de2668fc5ea35e9a77cd91a,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b017,CurrentRatio,20,accepted,200,40726,29e2dbeeddedc4bd1a9cee2f7d0c0ab91e1efc5fc27e2d3bac7cba5f4cc4f462,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b015,CurrentRatio,20,accepted,200,41341,8e6a200f1c1658e29d12c1d345dbc36fac28081d3c904bdabda4370a0fa4e723,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b021,CurrentRatio,20,accepted,200,39476,0c4a3372dbea31b867b8e8c395df277960930a667f80099622ddf137af187ccf,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b020,CurrentRatio,20,accepted,200,40493,f6942e14be0779c51316b9da7542063b6401aa6155b4f05d1a7e10fe62e20322,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b022,CurrentRatio,20,accepted,200,42304,f6cf7efd8060634dc0b8770ec99a5a285f822781a6e33944104ce2a558ea2384,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b024,CurrentRatio,20,accepted,200,42232,691b19ed1283b292bcba990cab06e2e12bdd826ffa57ab239a639fa7c5cc068e,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b025,CurrentRatio,20,accepted,200,42303,e4d1725947f571c44021155f1740cf96d2c292ffa894f9ba132c494f3be48f09,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b027,CurrentRatio,20,accepted,200,35592,c695a9189a7aacdaf9fe3a0986519286f6829a052658379682861119b5b6c4b6,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b028,CurrentRatio,20,accepted,200,32435,1e7ecf279be6865e97b719218a0bcea9d5c4e30b6aee57dfcd3a9a21bb63dfcb,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b030,CurrentRatio,20,accepted,200,19043,733265a92af20a099ed76bef4e851895b2889b13822eb30ee11eac85dc1b2a11,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b029,CurrentRatio,20,accepted,200,24250,172749fe78502d3d58dc0811c268bbf79ee3c54d5d676fb433a9800e0779aaea,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b026,CurrentRatio,20,accepted,200,41460,df3ec89183c61e8e230892e84d2d8bdebfcf39eafd17ef97811ab82de651fc92,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b031,CurrentRatio,20,accepted,200,28629,90cdd02462a377728512a44dc3366c0ff2d9445238ba02c3e73e4889fbf963ea,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b023,CurrentRatio,20,accepted,200,41343,1bc8a18a61856f0af204f6bb06d6b8736b923925c303683f769f3ab959c8bff2,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b032,CurrentRatio,20,accepted,200,41809,2b84eb6ecb3c0753dfd1a515062dc4740c2ae07f50474094bf84b3b5a70d2d22,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b034,CurrentRatio,18,accepted,200,35238,1185fa2484ad09a1f17143ddf8692d2fe92e27526d9ae80d27735e2b8bed48e9,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
CurrentRatio_b033,CurrentRatio,20,accepted,200,40855,c7117811a4f3e3046f826efc323f9848d8aed07a531a1b009daae050c2e03b63,1,https://mopsfin.twse.com.tw/compare/data,2026-07-12T15:24:24.431478+08:00,,False,False,False,False,False,False,False,True,False
