ticker,metric,status,blocked_reason,attempt_batch_key,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2448,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2448,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2448,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2448,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2448,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2448,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2448,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2456,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2645,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2645,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2645,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2645,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2645,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2646,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2646,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2646,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2646,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2646,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2801,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2809,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2812,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2812,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2812,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2816,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2816,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2816,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2816,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2816,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2823,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2823,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2823,,official_field_missing,MOPS official trend API has no finite value; no zero fill,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2834,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2867,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2867,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2867,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2880,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2881,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2882,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2883,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2884,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2885,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2886,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2887,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2887,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2887,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
2887,,official_not_applicable_financial_profile,financial-industry taxonomy does not expose a comparable value,,False,False,False,False,False,False,False,True,False
