timestamp_utc,source,method,url_or_path,status,http_code,error,retrieved_path,row_count,matched_row_count
2026-07-04T03:05:36+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_01.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_01.csv,30422,0
2026-07-04T03:05:36+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_02.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_02.csv,18942,0
2026-07-04T03:05:37+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_03.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_03.csv,33626,0
2026-07-04T03:05:37+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_04.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_04.csv,30738,0
2026-07-04T03:05:37+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_05.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_05.csv,30752,0
2026-07-04T03:05:37+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_06.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_06.csv,32308,0
2026-07-04T03:05:38+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_07.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_07.csv,33832,0
2026-07-04T03:05:38+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_08.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_08.csv,32237,0
2026-07-04T03:05:38+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_09.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_09.csv,30661,0
2026-07-04T03:05:38+00:00,prior_official_full_market_liquidity_sweep,local_shard_filter,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_10.csv,completed,,,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2015_10.csv,32276,0
