source_path,source_type,git_tracked,row_count_scanned,matched_row_count,notes
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2016_12.csv,official_daily_trading_pit_prior_sweep_shard,false,34995,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_01.csv,official_daily_trading_pit_prior_sweep_shard,false,25578,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_02.csv,official_daily_trading_pit_prior_sweep_shard,false,27435,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_03.csv,official_daily_trading_pit_prior_sweep_shard,false,36409,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_04.csv,official_daily_trading_pit_prior_sweep_shard,false,28999,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_05.csv,official_daily_trading_pit_prior_sweep_shard,false,32328,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_06.csv,official_daily_trading_pit_prior_sweep_shard,false,35666,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_07.csv,official_daily_trading_pit_prior_sweep_shard,false,33991,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_08.csv,official_daily_trading_pit_prior_sweep_shard,false,37155,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_09.csv,official_daily_trading_pit_prior_sweep_shard,false,33902,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_10.csv,official_daily_trading_pit_prior_sweep_shard,false,30706,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_11.csv,official_daily_trading_pit_prior_sweep_shard,false,35683,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2017_12.csv,official_daily_trading_pit_prior_sweep_shard,false,34085,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_01.csv,official_daily_trading_pit_prior_sweep_shard,false,36028,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_02.csv,official_daily_trading_pit_prior_sweep_shard,false,21362,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_03.csv,official_daily_trading_pit_prior_sweep_shard,false,35297,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_04.csv,official_daily_trading_pit_prior_sweep_shard,false,29753,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_05.csv,official_daily_trading_pit_prior_sweep_shard,false,36366,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_06.csv,official_daily_trading_pit_prior_sweep_shard,false,33057,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_07.csv,official_daily_trading_pit_prior_sweep_shard,false,36221,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_08.csv,official_daily_trading_pit_prior_sweep_shard,false,37936,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_09.csv,official_daily_trading_pit_prior_sweep_shard,false,31260,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_10.csv,official_daily_trading_pit_prior_sweep_shard,false,36146,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_11.csv,official_daily_trading_pit_prior_sweep_shard,false,36097,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2018_12.csv,official_daily_trading_pit_prior_sweep_shard,false,33013,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_01.csv,official_daily_trading_pit_prior_sweep_shard,false,34882,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_02.csv,official_daily_trading_pit_prior_sweep_shard,false,21754,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_03.csv,official_daily_trading_pit_prior_sweep_shard,false,33547,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_04.csv,official_daily_trading_pit_prior_sweep_shard,false,33688,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_05.csv,official_daily_trading_pit_prior_sweep_shard,false,36838,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_06.csv,official_daily_trading_pit_prior_sweep_shard,false,31851,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_07.csv,official_daily_trading_pit_prior_sweep_shard,false,38703,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_08.csv,official_daily_trading_pit_prior_sweep_shard,false,35218,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_09.csv,official_daily_trading_pit_prior_sweep_shard,false,31868,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_10.csv,official_daily_trading_pit_prior_sweep_shard,false,35321,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_11.csv,official_daily_trading_pit_prior_sweep_shard,false,35396,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2019_12.csv,official_daily_trading_pit_prior_sweep_shard,false,37203,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_01.csv,official_daily_trading_pit_prior_sweep_shard,false,25410,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_02.csv,official_daily_trading_pit_prior_sweep_shard,false,32062,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_03.csv,official_daily_trading_pit_prior_sweep_shard,false,37331,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_04.csv,official_daily_trading_pit_prior_sweep_shard,false,33897,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_05.csv,official_daily_trading_pit_prior_sweep_shard,false,33871,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_06.csv,official_daily_trading_pit_prior_sweep_shard,false,34047,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_07.csv,official_daily_trading_pit_prior_sweep_shard,false,39299,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_08.csv,official_daily_trading_pit_prior_sweep_shard,false,35764,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_09.csv,official_daily_trading_pit_prior_sweep_shard,false,37399,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_10.csv,official_daily_trading_pit_prior_sweep_shard,false,32280,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_11.csv,official_daily_trading_pit_prior_sweep_shard,false,35774,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2020_12.csv,official_daily_trading_pit_prior_sweep_shard,false,39304,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2021_01.csv,official_daily_trading_pit_prior_sweep_shard,false,34277,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2021_02.csv,official_daily_trading_pit_prior_sweep_shard,false,22367,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2021_03.csv,official_daily_trading_pit_prior_sweep_shard,false,37999,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2021_04.csv,official_daily_trading_pit_prior_sweep_shard,false,32895,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2021_05.csv,official_daily_trading_pit_prior_sweep_shard,false,36306,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2021_06.csv,official_daily_trading_pit_prior_sweep_shard,false,36210,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_full_sweep_20260703\shards\accepted_liquidity_rows_2021_07.csv,official_daily_trading_pit_prior_sweep_shard,false,37982,0,Derived from TWSE MI_INDEX ALLBUT0999 and TPEx dailyQuotes full-market sweep.
