date,theme,symbol,name,theme_rank,theme_score,capital_share,capital_share_5d_avg,capital_share_5d_change,turnover_value,turnover_value_5d,strong_stock_ratio,theme_risk_heat,stock_score,bucket,fundamental_pass,fundamental_score,fundamental_data_status,fundamental_source_date,fundamental_reason,risk_heat,liquidity,foreign_5d,trust_5d,margin_change_5d,stock_turnover_rank_in_theme,stock_turnover_share_in_theme,stock_turnover_share_change_5d,theme_leader_flag,theme_second_line_flag,theme_laggard_rebound_flag,overheated_flag
2021-12-17,ASIC/IP,3443,創意,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,57.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,100.0,0,0,0,3,7.6,2.0,false,true,false,false
2021-12-17,ASIC/IP,3661,世芯-KY,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,49.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,36.3,80.9,0,0,0,4,4.5,-8.0,false,false,false,false
2021-12-17,ASIC/IP,3035,智原,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,72.6,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,48.5,100.0,0,0,0,1,63.4,27.3,true,false,false,false
2021-12-17,ASIC/IP,6531,愛普*,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,46.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,71.4,0,0,0,5,4.0,-5.1,false,false,false,false
2021-12-17,ASIC/IP,3529,力旺,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,35.9,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,42.8,50.8,0,0,0,7,2.8,-4.5,false,false,false,false
2021-12-17,ASIC/IP,5274,信驊,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,31.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,45.9,41.0,0,0,0,8,2.3,-0.5,false,false,false,false
2021-12-17,ASIC/IP,2454,聯發科,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,59.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,100.0,0,0,0,2,12.5,-10.7,false,false,false,false
2021-12-17,ASIC/IP,2379,瑞昱,1,100.0,45.0,33.3,14.6,36050.1,107611.2,50.0,45.0,39.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,53.9,0,0,0,6,3.0,-0.5,false,false,false,false
2021-12-17,PCB/載板,3037,欣興,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,78.7,theme_leader,true,70.0,ok,2021-12-01,fundamental checks passed,33.8,100.0,6200,3100,6.0,1,68.0,29.7,true,false,false,false
2021-12-17,PCB/載板,8046,南電,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,54.5,watch,true,70.0,ok,2021-12-01,fundamental checks passed,33.8,89.0,3300,1800,8.0,2,9.9,-11.5,false,false,false,false
2021-12-17,PCB/載板,3189,景碩,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,43.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,60.4,0,0,0,3,6.7,-10.0,false,false,false,false
2021-12-17,PCB/載板,2368,金像電,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,31.9,watch,true,100.0,ok,2021-12-01,fundamental checks passed,33.8,30.9,2800,1200,13.8,4,3.4,-0.9,false,false,false,false
2021-12-17,PCB/載板,2383,台光電,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,30.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,28.0,0,0,0,5,3.1,-1.3,false,false,false,false
2021-12-17,PCB/載板,6274,台燿,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,22.1,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,5.7,0,0,0,12,0.6,-1.5,false,false,false,false
2021-12-17,PCB/載板,6213,聯茂,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,23.0,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,38.5,11.7,0,0,0,7,1.3,-1.0,false,false,false,false
2021-12-17,PCB/載板,8358,金居,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,24.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,11.6,0,0,0,8,1.3,-0.9,false,false,false,false
2021-12-17,PCB/載板,2313,華通,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,27.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,20.4,0,0,0,6,2.3,-1.8,false,false,false,false
2021-12-17,PCB/載板,3044,健鼎,2,57.8,22.4,20.6,2.3,17978.8,63644.1,13.3,45.0,23.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2021-12-01,PE or revenue data missing; excluded from qualified candidates,33.8,9.9,0,0,0,9,1.1,0.4,false,false,false,false
