date,ticker,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,adjustment_policy
2025-04-01,1101,台泥,TWSE,32.15,32.65,32.15,32.4,13189116,427836010,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-02,1101,台泥,TWSE,32.4,32.65,32.25,32.4,7749227,251496295,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-07,1101,台泥,TWSE,29.2,30.8,29.2,29.8,118749437,3530562884,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-08,1101,台泥,TWSE,30.3,30.7,28.45,29.65,73115113,2157888588,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-09,1101,台泥,TWSE,29.0,29.6,28.5,28.5,45183260,1310575397,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-10,1101,台泥,TWSE,30.95,31.2,30.0,30.75,48104987,1487460102,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-11,1101,台泥,TWSE,30.2,30.5,29.55,30.0,32259026,967166839,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-14,1101,台泥,TWSE,29.95,30.25,29.7,29.9,21859144,654157075,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-15,1101,台泥,TWSE,29.95,30.05,29.7,29.9,15574436,465363526,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-16,1101,台泥,TWSE,29.75,29.85,29.35,29.5,19273515,569861899,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-17,1101,台泥,TWSE,29.5,29.65,29.3,29.35,13681757,402457650,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-18,1101,台泥,TWSE,29.3,29.3,28.95,28.95,20365384,591799672,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-21,1101,台泥,TWSE,29.2,29.2,28.7,28.7,12675663,365945947,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-22,1101,台泥,TWSE,28.55,28.9,28.5,28.6,14504369,415647238,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-23,1101,台泥,TWSE,28.85,29.3,28.85,29.25,10876875,317552709,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-24,1101,台泥,TWSE,29.2,29.35,29.0,29.25,8902268,260110085,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-25,1101,台泥,TWSE,29.35,29.65,29.35,29.35,10776078,317645702,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-28,1101,台泥,TWSE,29.4,29.6,29.35,29.35,6581950,193694301,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-29,1101,台泥,TWSE,29.45,29.7,29.4,29.5,10558420,311928197,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-04-30,1101,台泥,TWSE,29.8,30.0,29.65,29.65,15383155,457730896,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1101&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-01,1102,亞泥,TWSE,42.65,43.45,42.45,43.35,7880577,340329684,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-02,1102,亞泥,TWSE,42.8,43.15,42.8,43.0,7562344,324792398,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-03,1102,亞泥,TWSE,42.8,44.05,42.8,43.8,10644507,464695398,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-04,1102,亞泥,TWSE,43.8,44.2,42.7,43.05,22909565,987979283,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-07,1102,亞泥,TWSE,43.05,43.05,42.1,42.25,18579185,787517829,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-08,1102,亞泥,TWSE,42.35,42.4,41.55,41.55,14534501,607527863,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-09,1102,亞泥,TWSE,41.55,41.6,40.75,41.05,10345960,425338862,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-10,1102,亞泥,TWSE,41.0,41.9,40.95,41.5,5729031,237898126,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
2025-07-11,1102,亞泥,TWSE,41.8,41.9,40.8,40.9,30232360,1239591030,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250701&stockNo=1102&response=json,official_exact_unadjusted_execution_ohlcv,official_raw_unadjusted_execution_price
